execution_time,physical_mem_snapshot,virtual_mem_snapshot,shuffle,aggregate_resource_allocation,total_cpu_time
64.42330769230769,2168.8348858173076,14415.473106971154,118.83083134431105,182945.92307692306,58.96884615384615
