execution_time,physical_mem_snapshot,virtual_mem_snapshot,shuffle,aggregate_resource_allocation,total_cpu_time
219.76683333333332,14389.009114583334,44401.504557291664,1563.6500396728516,2123099.3333333335,640.6949999999999
