execution_time,physical_mem_snapshot,virtual_mem_snapshot,shuffle,aggregate_resource_allocation,total_cpu_time
223.2856923076923,15425.392578125,49545.94003530649,1567.318123450646,2152856.423076923,642.8496153846154
