execution_time,physical_mem_snapshot,virtual_mem_snapshot,shuffle,aggregate_resource_allocation,total_cpu_time
69.60688461538462,3686.5942307692308,20073.668846153847,224.1076923076923,707887.1538461539,10.606384615384615
